Fecha;Estacion_seleccionada;PromedioDiario_MP10;ICAP_MP10;ICAP_mod_MP10;PromedioDiario_MP2_5;ICAP_MP2_5;ICAP_mod_MP2_5;condicion_final;condicion_mod
2026-03-05;Arica;;;;13.26;26.52;88.41;Bueno;Bueno
2026-03-06;Arica;;;;11.21;22.42;74.72;Bueno;Bueno
2026-03-07;Arica;;;;15.08;30.17;100.18;Bueno;Regular
2026-03-08;Arica;;;;13.42;26.83;89.44;Bueno;Bueno
2026-03-09;Arica;;;;12.33;24.67;82.22;Bueno;Bueno
2026-03-10;Arica;;;;11.81;23.62;78.73;Bueno;Bueno
2026-03-11;Arica;;;;18.46;36.92;107.48;Bueno;Regular
2026-03-12;Arica;;;;13.20;26.40;88.00;Bueno;Bueno
2026-03-13;Arica;;;;17.89;35.79;106.26;Bueno;Regular
2026-03-14;Arica;;;;19.60;39.20;109.95;Bueno;Regular
2026-03-15;Arica;;;;16.55;33.09;103.34;Bueno;Regular
2026-03-16;Arica;;;;12.08;24.17;80.56;Bueno;Bueno
2026-03-17;Arica;;;;14.43;28.87;96.23;Bueno;Bueno
2026-03-18;Arica;;;;14.64;29.27;97.58;Bueno;Bueno
2026-03-19;Arica;;;;13.86;27.73;92.42;Bueno;Bueno
2026-03-20;Arica;;;;15.24;30.48;100.51;Bueno;Regular
2026-03-21;Arica;;;;13.86;27.73;92.42;Bueno;Bueno
2026-03-22;Arica;;;;17.90;35.81;106.28;Bueno;Regular
2026-03-23;Arica;;;;12.25;24.50;81.67;Bueno;Bueno
2026-03-24;Arica;;;;9.45;18.91;63.03;Bueno;Bueno
2026-03-25;Arica;;;;12.75;25.50;85.00;Bueno;Bueno
2026-03-26;Arica;;;;17.33;34.67;105.04;Bueno;Regular
2026-03-27;Arica;;;;13.74;27.48;91.59;Bueno;Bueno
2026-03-28;Arica;;;;16.54;33.08;103.33;Bueno;Regular
2026-03-29;Arica;;;;11.54;23.08;76.94;Bueno;Bueno
2026-03-30;Arica;;;;11.79;23.58;78.61;Bueno;Bueno
2026-03-31;Arica;;;;11.18;22.36;74.55;Bueno;Bueno
2026-04-01;Arica;;;;16.04;32.08;102.25;Bueno;Regular
2026-04-02;Arica;;;;12.09;24.17;80.58;Bueno;Bueno
2026-04-03;Arica;;;;15.82;31.64;101.77;Bueno;Regular
2026-04-04;Arica;;;;12.91;25.83;86.09;Bueno;Bueno
2026-04-05;Arica;;;;11.32;22.64;75.45;Bueno;Bueno
