FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
251220;1900;18;;;
251220;2000;8;;;
251220;2100;9;;;
251220;2200;12;;;
251220;2300;8;;;
251221;0000;113;;;
251221;0100;15;;;
251221;0200;23;;;
251221;0300;22;;;
251221;0400;19;;;
251221;0500;57;;;
251221;0600;20;;;
251221;0700;12;;;
251221;0800;9;;;
251221;0900;6;;;
251221;1000;4;;;
251221;1100;9;;;
251221;1200;7;;;
251221;1300;9;;;
251221;1400;10;;;
251221;1500;21;;;
251221;1600;10;;;
251221;1700;7;;;
251221;1800;25;;;
251221;1900;15;;;
251221;2000;15;;;
251221;2100;13;;;
251221;2200;10;;;
251221;2300;13;;;
251222;0000;15;;;
251222;0100;10;;;
251222;0200;8;;;
251222;0300;8;;;
251222;0400;8;;;
251222;0500;9;;;
251222;0600;26;;;
251222;0700;42;;;
251222;0800;31;;;
251222;0900;25;;;
251222;1000;34;;;
251222;1100;45;;;
251222;1200;21;;;
251222;1300;15;;;
251222;1400;6;;;
251222;1500;18;;;
251222;1600;18;;;
251222;1700;;;;
251222;1800;30;;;
251222;1900;19;;;
251222;2000;28;;;
251222;2100;21;;;
251222;2200;11;;;
251222;2300;18;;;
251223;0000;12;;;
251223;0100;10;;;
251223;0200;;;;
251223;0300;15;;;
251223;0400;13;;;
251223;0500;13;;;
251223;0600;31;;;
251223;0700;39;;;
251223;0800;34;;;
251223;0900;42;;;
251223;1000;31;;;
251223;1100;63;;;
251223;1200;22;;;
251223;1300;34;;;
251223;1400;35;;;
251223;1500;27;;;
251223;1600;25;;;
251223;1700;27;;;
251223;1800;46;;;
251223;1900;33;;;
251223;2000;25;;;
251223;2100;23;;;
251223;2200;17;;;
251223;2300;20;;;
251224;0000;23;;;
251224;0100;13;;;
251224;0200;13;;;
251224;0300;20;;;
251224;0400;21;;;
251224;0500;13;;;
251224;0600;55;;;
251224;0700;57;;;
251224;0800;44;;;
251224;0900;53;;;
251224;1000;65;;;
251224;1100;63;;;
251224;1200;80;;;
251224;1300;83;;;
251224;1400;83;;;
251224;1500;73;;;
251224;1600;42;;;
251224;1700;60;;;
251224;1800;43;;;
251224;1900;50;;;
251224;2000;30;;;
251224;2100;36;;;
251224;2200;38;;;
251224;2300;31;;;
251225;0000;;;;
251225;0100;34;;;
251225;0200;30;;;
251225;0300;26;;;
251225;0400;23;;;
251225;0500;14;;;
251225;0600;13;;;
251225;0700;17;;;
251225;0800;22;;;
251225;0900;19;;;
251225;1000;21;;;
251225;1100;28;;;
251225;1200;41;;;
251225;1300;70;;;
251225;1400;69;;;
251225;1500;64;;;
251225;1600;33;;;
251225;1700;46;;;
251225;1800;25;;;
251225;1900;25;;;
251225;2000;34;;;
251225;2100;39;;;
251225;2200;22;;;
251225;2300;19;;;
251226;0000;20;;;
251226;0100;14;;;
251226;0200;15;;;
251226;0300;21;;;
251226;0400;23;;;
251226;0500;37;;;
251226;0600;54;;;
251226;0700;32;;;
251226;0800;26;;;
251226;0900;38;;;
251226;1000;22;;;
251226;1100;14;;;
251226;1200;18;;;
251226;1300;29;;;
251226;1400;18;;;
251226;1500;25;;;
251226;1600;32;;;
251226;1700;31;;;
251226;1800;24;;;
251226;1900;27;;;
251226;2000;28;;;
251226;2100;110;;;
251226;2200;97;;;
251226;2300;51;;;
251227;0000;21;;;
251227;0100;33;;;
251227;0200;19;;;
251227;0300;21;;;
251227;0400;16;;;
251227;0500;17;;;
251227;0600;32;;;
251227;0700;26;;;
251227;0800;23;;;
251227;0900;20;;;
251227;1000;30;;;
251227;1100;28;;;
251227;1200;21;;;
251227;1300;20;;;
251227;1400;19;;;
251227;1500;15;;;
251227;1600;9;;;
251227;1700;14;;;
251227;1800;16;;;
251227;1900;21;;;
251227;2000;37;;;
251227;2100;47;;;
251227;2200;46;;;
251227;2300;31;;;
251228;0000;29;;;
251228;0100;16;;;
251228;0200;20;;;
251228;0300;21;;;
251228;0400;19;;;
251228;0500;20;;;
251228;0600;22;;;
251228;0700;17;;;
251228;0800;14;;;
251228;0900;;19;;
251228;1000;22;;;
251228;1100;20;;;
251228;1200;20;;;
251228;1300;11;;;
251228;1400;10;;;
251228;1500;10;;;
251228;1600;10;;;
251228;1700;8;;;
251228;1800;14;;;
251228;1900;24;;;
