FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
260225;1900;11;;;
260225;2000;9;;;
260225;2100;8;;;
260225;2200;9;;;
260225;2300;6;;;
260226;0000;5;;;
260226;0100;4;;;
260226;0200;2;;;
260226;0300;3;;;
260226;0400;6;;;
260226;0500;16;;;
260226;0600;15;;;
260226;0700;11;;;
260226;0800;11;;;
260226;0900;5;;;
260226;1000;18;;;
260226;1100;10;;;
260226;1200;12;;;
260226;1300;13;;;
260226;1400;10;;;
260226;1500;13;;;
260226;1600;13;;;
260226;1700;18;;;
260226;1800;12;;;
260226;1900;11;;;
260226;2000;9;;;
260226;2100;7;;;
260226;2200;5;;;
260226;2300;4;;;
260227;0000;1;;;
260227;0100;1;;;
260227;0200;2;;;
260227;0300;1;;;
260227;0400;1;;;
260227;0500;4;;;
260227;0600;11;;;
260227;0700;10;;;
260227;0800;10;;;
260227;0900;14;;;
260227;1000;10;;;
260227;1100;9;;;
260227;1200;12;;;
260227;1300;8;;;
260227;1400;5;;;
260227;1500;7;;;
260227;1600;7;;;
260227;1700;4;;;
260227;1800;2;;;
260227;1900;10;;;
260227;2000;10;;;
260227;2100;6;;;
260227;2200;3;;;
260227;2300;7;;;
260228;0000;6;;;
260228;0100;7;;;
260228;0200;4;;;
260228;0300;5;;;
260228;0400;6;;;
260228;0500;5;;;
260228;0600;3;;;
260228;0700;10;;;
260228;0800;9;;;
260228;0900;11;;;
260228;1000;12;;;
260228;1100;7;;;
260228;1200;11;;;
260228;1300;8;;;
260228;1400;11;;;
260228;1500;6;;;
260228;1600;2;;;
260228;1700;1;;;
260228;1800;8;;;
260228;1900;8;;;
260228;2000;5;;;
260228;2100;8;;;
260228;2200;8;;;
260228;2300;10;;;
260301;0000;6;;;
260301;0100;5;;;
260301;0200;5;;;
260301;0300;3;;;
260301;0400;4;;;
260301;0500;5;;;
260301;0600;6;;;
260301;0700;8;;;
260301;0800;5;;;
260301;0900;5;;;
260301;1000;7;;;
260301;1100;4;;;
260301;1200;4;;;
260301;1300;4;;;
260301;1400;6;;;
260301;1500;5;;;
260301;1600;6;;;
260301;1700;3;;;
260301;1800;1;;;
260301;1900;3;;;
260301;2000;6;;;
260301;2100;14;;;
260301;2200;9;;;
260301;2300;9;;;
260302;0000;5;;;
260302;0100;1;;;
260302;0200;2;;;
260302;0300;3;;;
260302;0400;4;;;
260302;0500;9;;;
260302;0600;7;;;
260302;0700;14;;;
260302;0800;10;;;
260302;0900;14;;;
260302;1000;10;;;
260302;1100;7;;;
260302;1200;3;;;
260302;1300;1;;;
260302;1400;5;;;
260302;1500;2;;;
260302;1600;7;;;
260302;1700;7;;;
260302;1800;8;;;
260302;1900;6;;;
260302;2000;3;;;
260302;2100;4;;;
260302;2200;5;;;
260302;2300;6;;;
260303;0000;7;;;
260303;0100;9;;;
260303;0200;6;;;
260303;0300;8;;;
260303;0400;9;;;
260303;0500;22;;;
260303;0600;18;;;
