Fecha;Estacion_seleccionada;PromedioDiario_MP10;ICAP_MP10;ICAP_mod_MP10;PromedioDiario_MP2_5;ICAP_MP2_5;ICAP_mod_MP2_5;condicion_final;condicion_mod
2025-12-02;Las_Encinas_Temuco;16.29;12.53;36.2;2.58;5.17;17.22;Bueno;Bueno
2025-12-03;Las_Encinas_Temuco;19.71;15.16;43.8;1.46;2.92;9.72;Bueno;Bueno
2025-12-04;Las_Encinas_Temuco;27.17;20.9;60.37;2.62;5.25;17.5;Bueno;Bueno
2025-12-05;Padre_Las_Casas_II;30.0;23.08;66.67;2.04;4.08;13.61;Bueno;Bueno
2025-12-06;Padre_Las_Casas_II;19.58;15.06;43.52;2.0;4.0;13.33;Bueno;Bueno
2025-12-07;Padre_Las_Casas_II;20.92;16.09;46.48;2.29;4.58;15.28;Bueno;Bueno
2025-12-08;Padre_Las_Casas_II;22.62;17.4;50.28;2.58;5.17;17.22;Bueno;Bueno
2025-12-09;Las_Encinas_Temuco;32.54;25.03;72.31;5.17;10.33;34.44;Bueno;Bueno
2025-12-10;Las_Encinas_Temuco;25.59;19.69;56.87;1.73;3.45;11.52;Bueno;Bueno
2025-12-11;Las_Encinas_Temuco;17.54;13.49;38.98;1.46;2.92;9.72;Bueno;Bueno
2025-12-12;Padre_Las_Casas_II;7.29;5.61;16.2;1.17;2.33;7.78;Bueno;Bueno
2025-12-13;Padre_Las_Casas_II;8.42;6.47;18.7;2.12;4.25;14.17;Bueno;Bueno
2025-12-14;Padre_Las_Casas_II;8.88;6.83;19.72;2.12;4.25;14.17;Bueno;Bueno
2025-12-15;Padre_Las_Casas_II;6.05;4.65;13.43;1.18;2.36;7.88;Bueno;Bueno
2025-12-16;Padre_Las_Casas_II;13.33;10.26;29.63;1.25;2.5;8.33;Bueno;Bueno
2025-12-17;Padre_Las_Casas_II;12.83;9.87;28.52;1.08;2.17;7.22;Bueno;Bueno
2025-12-18;Padre_Las_Casas_II;11.38;8.75;25.28;1.79;3.58;11.94;Bueno;Bueno
2025-12-19;Padre_Las_Casas_II;14.62;11.25;32.5;2.42;4.83;16.11;Bueno;Bueno
2025-12-20;Padre_Las_Casas_II;15.79;12.15;35.09;2.12;4.25;14.17;Bueno;Bueno
2025-12-21;Padre_Las_Casas_II;4.29;3.3;9.54;1.71;3.42;11.39;Bueno;Bueno
2025-12-22;Padre_Las_Casas_II;9.67;7.44;21.48;1.54;3.08;10.28;Bueno;Bueno
2025-12-23;Padre_Las_Casas_II;9.38;7.21;20.83;1.71;3.42;11.39;Bueno;Bueno
